ID,Country,age,gender,ses,jobnature,religion,married,IGF01,IGF02,IGF03,IGI01,IGI02,IGI03,OGF01,OGF02,OGF03,OGI01,OGI02,OGI03,ENDBCL01,ENDBCL02,ENDBCL03,ENDBBL01,ENDBBL02,ENDBBL03,EXPBCL01,EXPBCL02,EXPBCL03,EXPBBL01,EXPBBL02,EXPBBL03,empathic_concern_01,empathic_concern_02,empathic_concern_03,perspective_taking_01,perspective_taking_02,perspective_taking_03,perspective_taking_04,history_discrimination,og_hostility,og_cooperation,fight_outgroup,imagistic,Event_positive_affect,Event_negative_affect,Event_episodic_recall,Event_shared_perception,Event_event_reflection,Event_transformative_indiv,Event_transformative_group,bbl,bcl,igfusion,igidentification,ogbonds,empathic_concern,perspective_taking,Event_reflection,Event_imagistic,BCL,BBL,Ingroup_fusion,Ingroup_identification,Outgroup_bonds,Age,Gender: ,SES: ,Empathic_concern,Perspective_taking,Perceived_discrimination,OG_hostility,OG_cooperation,Fight_OG
UGA265,Uganda,66,Female,Middle,Government,Christian: Catholic,Married,6,7,6,6,7,6,6,7,7,5,7,5,2,5,6,6,6,6,1,2,1,2,6,6,6,1,6,7,6,7,6,6,4.5,4.5,4,32.5,2,2,6,7,6.5,2,7,6,4.33333333333333,6.33333333333333,6.33333333333333,6.16666666666667,4.33333333333333,6.5,6.5,32.5,4.33333333333333,6,6.33333333333333,6.33333333333333,6.16666666666667,66,Female,Middle,4.33333333333333,6.5,6,4.5,4.5,4
UGA266,Uganda,35,Female,Middle,,Christian: Catholic,Married,7,7,4,4,4,4,2,2,2,2,2,2,6,6,6,6,6,6,4,4,4,4,4,4,6,4,6,6,6,6,6,1,1,2,1,24,6,1,6,1,5.5,3.5,1,6,6,6,4,2,5.33333333333333,6,5.5,24,6,6,6,4,2,35,Female,Middle,5.33333333333333,6,1,1,2,1
UGA267,Uganda,23,Female,Lower middle,Self-employed,Christian: Catholic,Married,7,7,7,6,6,6,1,1,1,1,1,1,6,6,6,6,6,6,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,4,1,21,2,7,7,1,2,1,1,6,6,7,6,1,5.33333333333333,6,2,21,6,6,7,6,1,23,Female,Lower middle,5.33333333333333,6,6,6,4,1
UGA268,Uganda,22,Female,Middle,,Christian: Catholic,Unmarried,6,6,7,5,6,6,6,6,5,5,4,3,6,6,6,7,6,7,1,4,4,4,2,4,6,2,6,6,7,6,7,4,4.5,5.5,2,40,6,2,6.5,6,6.5,6,7,6.66666666666667,6,6.33333333333333,5.66666666666667,4.83333333333333,4.66666666666667,6.5,6.5,40,6,6.66666666666667,6.33333333333333,5.66666666666667,4.83333333333333,22,Female,Middle,4.66666666666667,6.5,4,4.5,5.5,2
UGA269,Uganda,28,Male,Middle,Self-employed,Christian: Catholic,Married,5,6,7,6,5,6,4,,3,6,6,7,2,6,7,6,7,6,1,5,4,5,4,7,6,2,6,6,7,6,6,2,1.5,1.5,1,41,7,6,5.5,5,6.5,4.5,6.5,6.33333333333333,5,6,5.66666666666667,,4.66666666666667,6.25,6.5,41,5,6.33333333333333,6,5.66666666666667,,28,Male,Middle,4.66666666666667,6.25,2,1.5,1.5,1
UGA27,Uganda,19,Female,Lower middle,Self-employed,Other,Married,6,7,,3,5,6,6,,4,6,7,6,6,6,5,4,6,7,6,5,3,6,6,6,1,6,6,7,6,7,6,2,2,6,2,,6,2,7,4.5,4,,4.5,5.66666666666667,5.66666666666667,,4.66666666666667,,4.33333333333333,6.5,4,,5.66666666666667,5.66666666666667,,4.66666666666667,,19,Female,Lower middle,4.33333333333333,6.5,2,2,6,2
UGA270,Uganda,42,Male,Middle,Self-employed,Christian: Catholic,Married,6,6,6,6,7,6,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,7,7,6,2,6,6,6,7,6,6,6.5,4.5,6,39.5,7,6,6.5,1,6.5,6,6.5,6,6,6,6.33333333333333,2,4.66666666666667,6.25,6.5,39.5,6,6,6,6.33333333333333,2,42,Male,Middle,4.66666666666667,6.25,6,6.5,4.5,6
UGA271,Uganda,30,Male,Middle,Self-employed,Christian: Catholic,Unmarried,7,7,7,7,7,7,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,7,7,1,1,1,28,7,1,7,4,7,1,1,1,4.33333333333333,7,7,1,3,2.5,7,28,4.33333333333333,1,7,7,1,30,Male,Middle,3,2.5,7,1,1,1
UGA272,Uganda,,Female,Lower middle,Self-employed,Christian: Catholic,Married,6,6,6,6,6,6,2,2,2,2,2,2,6,6,6,6,6,6,1,1,1,1,2,1,1,2,6,6,6,7,6,2,2,2,6,30,6,2,6,6,2,4,4,6,6,6,6,2,3,6.25,2,30,6,6,6,6,2,,Female,Lower middle,3,6.25,2,2,2,6
UGA273,Uganda,80.5,Male,Lower middle,Government,Christian: Catholic,Married,6,6,6,6,6,6,6,6,6,6,6,6,7,3,6,5,6,6,4,5,6,7,7,7,6,2,5,,6,4,,6,6,6,6,,,6,6,6,6,6,6,5.66666666666667,5.33333333333333,6,6,6,4.33333333333333,,6,,5.33333333333333,5.66666666666667,6,6,6,80.5,Male,Lower middle,4.33333333333333,,6,6,6,6
UGA274,Uganda,54,Male,Lower middle,Self-employed,Christian: Catholic,Married,6,6,7,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,6,2,6,6,6,6,6,6,6,6,6,43,7,6,6,6,6,6,6,6,6,6.33333333333333,6.66666666666667,6,4.66666666666667,6,6,43,6,6,6.33333333333333,6.66666666666667,6,54,Male,Lower middle,4.66666666666667,6,6,6,6,6
UGA275,Uganda,26,Male,Lower middle,Self-employed,Christian: Catholic,Married,6,5,5,6,6,6,3,3,3,2,3,3,7,7,5,5,5,6,6,6,4,6,5,6,6,5,6,3,3,5,4,6,6.5,1,3,31.5,6,1,5.5,6,4,5,4,5.33333333333333,6.33333333333333,5.33333333333333,6,2.83333333333333,5.66666666666667,3.75,4,31.5,6.33333333333333,5.33333333333333,5.33333333333333,6,2.83333333333333,26,Male,Lower middle,5.66666666666667,3.75,6,6.5,1,3
UGA276,Uganda,33,,Lower middle,Self-employed,Christian: Catholic,Married,7,7,7,7,7,7,4,4,4,4,4,4,7,4,6,6,6,6,7,7,5,4,4,4,7,7,7,7,7,7,7,1,1,7,1,43,1,7,7,7,7,7,7,6,5.66666666666667,7,7,4,7,7,7,43,5.66666666666667,6,7,7,4,33,,Lower middle,7,7,1,1,7,1
UGA277,Uganda,62,,Lower middle,Self-employed,Christian: Catholic,Married,7,7,7,7,7,7,4,4,4,4,4,4,7,6,4,5,5,5,7,7,6,6,6,6,7,7,7,7,7,7,7,2,1,7,1,43,2,6,7,7,7,7,7,5,5.66666666666667,7,7,4,7,7,7,43,5.66666666666667,5,7,7,4,62,,Lower middle,7,7,2,1,7,1
UGA278,Uganda,34,Male,Lower middle,,Christian: Catholic,Married,4,4,6,5,5,5,2,2,2,2,2,2,6,6,6,6,6,6,5,6,6,6,5,5,6,6,6,6,6,6,7,4,4,6,4,35.5,5,6,5,4,5,4.5,6,6,6,4.66666666666667,5,2,6,6.25,5,35.5,6,6,4.66666666666667,5,2,34,Male,Lower middle,6,6.25,4,4,6,4
UGA279,Uganda,64,Male,Middle,Self-employed,Christian: Catholic,Married,6,6,6,6,6,6,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,4,4,6,4,49,7,7,7,7,7,7,7,7,7,6,6,2,6,6,7,49,7,7,6,6,2,64,Male,Middle,6,6,4,4,6,4
UGA28,Uganda,24,Female,Lower middle,Self-employed,Christian: Protestant,Married,6,5,6,5,6,7,2,3,4,7,2,6,2,1,2,1,2,1,7,5,5,4,2,3,6,1,6,7,6,7,6,6,6.5,6.5,7,44.5,7,6,6.5,5.5,6.5,6.5,6.5,1.33333333333333,1.66666666666667,5.66666666666667,6,4,4.33333333333333,6.5,6.5,44.5,1.66666666666667,1.33333333333333,5.66666666666667,6,4,24,Female,Lower middle,4.33333333333333,6.5,6,6.5,6.5,7
UGA280,Uganda,30,Female,Lower middle,Self-employed,Christian: Catholic,Married,6,6,6,5,5,5,2,2,2,4,4,4,6,7,7,6,6,6,7,7,7,7,7,7,6,6,6,6,6,6,6,4,4,5,4,35.5,2,7,7,7,6.5,3,3,6,6.66666666666667,6,5,3,6,6,6.5,35.5,6.66666666666667,6,6,5,3,30,Female,Lower middle,6,6,4,4,5,4
UGA281,Uganda,29,Female,Lower middle,Self-employed,Christian: Catholic,Married,6,6,6,7,7,7,2,2,2,3,3,3,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,4,4,6,4,40.5,6,6,6,6,5.5,5,6,6,6,6,7,2.5,6,6,5.5,40.5,6,6,6,7,2.5,29,Female,Lower middle,6,6,4,4,6,4
UGA282,Uganda,52,Male,Middle,Self-employed,Christian: Catholic,Married,6,6,6,6,6,6,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,4,4,7,4,42,5,7,6,6,6,6,6,6,6,6,6,2,6,5.25,6,42,6,6,6,6,2,52,Male,Middle,6,5.25,4,4,7,4
UGA283,Uganda,80,Female,Middle,Self-employed,Other,Unmarried,6,6,6,6,6,6,2,2,2,2,2,2,6,6,6,5,5,6,6,6,6,6,5,5,6,6,6,6,5,5,5,4,4,5,4,46.5,7,7,7,7,6.5,6,6,5.33333333333333,6,6,6,2,6,5.25,6.5,46.5,6,5.33333333333333,6,6,2,80,Female,Middle,6,5.25,4,4,5,4
UGA284,Uganda,59,Female,Lower middle,Self-employed,Christian: Catholic,Married,7,7,7,6,6,6,2,2,2,1,1,1,6,6,6,6,6,7,3,2,3,3,6,6,6,6,6,6,6,6,6,4,4,1.5,1,39,7,1,7,6.5,5.5,6,6,6.33333333333333,6,7,6,1.5,6,6,5.5,39,6,6.33333333333333,7,6,1.5,59,Female,Lower middle,6,6,4,4,1.5,1
UGA285,Uganda,22,Male,Middle,,Christian: Protestant,Unmarried,,,,,,,,,,,,,6,6,6,5,5,6,7,7,6,6,6,6,6,7,6,6,6,6,6,2,3,6,3,40.5,6,6,5.5,5,6,6,6,5.33333333333333,6,,,,6.33333333333333,6,6,40.5,6,5.33333333333333,,,,22,Male,Middle,6.33333333333333,6,2,3,6,3
UGA286,Uganda,42,Female,Lower middle,Self-employed,Christian: Catholic,Married,2,6,5,7,6,3,6,5,5,6,4,5,6,6,6,7,6,6,1,2,3,2,6,6,7,1,7,6,7,7,7,2,2.5,5.5,2,37.5,6,2,6.5,4,6,6.5,6.5,6.33333333333333,6,4.33333333333333,5.33333333333333,5.16666666666667,5,6.75,6,37.5,6,6.33333333333333,4.33333333333333,5.33333333333333,5.16666666666667,42,Female,Lower middle,5,6.75,2,2.5,5.5,2
UGA287,Uganda,29,Female,Lower middle,Self-employed,Christian: Protestant,Married,7,6,6,6,6,6,3,2,2,1,2,2,2,6,5,6,6,7,1,1,1,7,6,6,6,6,7,7,6,6,7,6,1.5,4,1,38,5,2,6.5,6.5,5.5,6.5,6,6.33333333333333,4.33333333333333,6.33333333333333,6,2,6.33333333333333,6.5,5.5,38,4.33333333333333,6.33333333333333,6.33333333333333,6,2,29,Female,Lower middle,6.33333333333333,6.5,6,1.5,4,1
UGA288,Uganda,22,Male,Lower middle,,Christian: Protestant,Unmarried,6,6,6,6,6,6,1,2,1,2,1,1,2,6,6,7,6,7,1,4,2,5,2,3,7,1,7,7,6,7,7,6,6.5,6.5,6,40,6,2,7,6,6.5,6.5,6,6.66666666666667,4.66666666666667,6,6,1.33333333333333,5,6.75,6.5,40,4.66666666666667,6.66666666666667,6,6,1.33333333333333,22,Male,Lower middle,5,6.75,6,6.5,6.5,6
UGA289,Uganda,29,Female,Middle,Self-employed,Other,Married,6,7,6,6,6,6,2,2,2,2,3,3,6,6,7,6,6,2,1,7,6,4,7,4,7,1,7,7,7,6,6,2,2,1.5,2,40,6,2,6.5,6,6.5,6,7,4.66666666666667,6.33333333333333,6.33333333333333,6,2.33333333333333,5,6.5,6.5,40,6.33333333333333,4.66666666666667,6.33333333333333,6,2.33333333333333,29,Female,Middle,5,6.5,2,2,1.5,2
UGA29,Uganda,19,Female,Lower middle,Self-employed,Christian: Protestant,Unmarried,6,6,6,6,7,6,2,2,2,2,1,2,6,6,6,2,2,2,7,7,7,7,1,1,6,6,2,6,6,6,6,6,2,2,2,36,5,5,4.5,6,4,5.5,6,2,6,6,6.33333333333333,1.83333333333333,4.66666666666667,6,4,36,6,2,6,6.33333333333333,1.83333333333333,19,Female,Lower middle,4.66666666666667,6,6,2,2,2
UGA290,Uganda,27,Female,Lower middle,Self-employed,Christian: Protestant,Unmarried,7,7,7,7,7,7,4,4,4,4,4,4,7,6,6,5,5,5,7,6,6,4,4,4,7,7,7,7,6,7,6,2,1,7,1,39,7,2,6,7,6,7,4,5,6.33333333333333,7,7,4,7,6.5,6,39,6.33333333333333,5,7,7,4,27,Female,Lower middle,7,6.5,2,1,7,1
UGA291,Uganda,47,Female,Middle,Self-employed,Christian: Catholic,Married,6,6,5,6,6,6,1,1,1,1,1,1,6,6,6,6,6,7,6,6,6,6,6,6,5,7,5,4,4,4,4,6,6.5,1,5,38,6,1,6,6.5,6,6.5,6,6.33333333333333,6,5.66666666666667,6,1,5.66666666666667,4,6,38,6,6.33333333333333,5.66666666666667,6,1,47,Female,Middle,5.66666666666667,4,6,6.5,1,5
UGA292,Uganda,24,Male,Middle,Self-employed,Christian: Protestant,Married,6,7,7,6,7,6,2,2,2,2,2,2,6,6,6,6,6,6,5,5,6,5,5,7,6,5,6,5,6,6,4,5,3.5,1,2,38.5,6,1,6,6,6.5,6.5,6.5,6,6,6.66666666666667,6.33333333333333,2,5.66666666666667,5.25,6.5,38.5,6,6,6.66666666666667,6.33333333333333,2,24,Male,Middle,5.66666666666667,5.25,5,3.5,1,2
UGA293,Uganda,38,Female,Lower middle,Self-employed,Christian: Catholic,Married,6,6,6,7,6,6,1,1,1,2,2,2,6,6,6,6,6,6,6,7,7,5,7,7,7,7,6,4,4,4,6,6,6,2,2,42,7,1,7,7,7,6.5,6.5,6,6,6,6.33333333333333,1.5,6.66666666666667,4.5,7,42,6,6,6,6.33333333333333,1.5,38,Female,Lower middle,6.66666666666667,4.5,6,6,2,2
UGA294,Uganda,28,Female,Middle,Self-employed,Christian: Catholic,Unmarried,7,7,7,7,7,7,2,2,2,2,2,2,5,4,6,6,6,5,6,6,4,5,5,6,6,5,5,5,6,5,4,4,4,5.5,1,37,6,1,6.5,6,6,5.5,6,5.66666666666667,5,7,7,2,5.33333333333333,5,6,37,5,5.66666666666667,7,7,2,28,Female,Middle,5.33333333333333,5,4,4,5.5,1
UGA295,Uganda,23,Female,Lower middle,,Other,Unmarried,7,7,7,6,6,6,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,5,6,6,6,6,5,6,6,6,6,1,1,7,1,38,6,2,6,6,6,6,6,6,6,7,6,2,5.66666666666667,6,6,38,6,6,7,6,2,23,Female,Lower middle,5.66666666666667,6,1,1,7,1
UGA296,Uganda,60,Male,Lower middle,Self-employed,Christian: Protestant,Married,7,7,7,7,7,7,4,4,4,5,3,4,6,6,6,6,5,5,7,6,6,5,5,5,7,7,7,6,6,6,5,2,1.5,7,1,46.5,7,6,7,7,6.5,7,6,5.33333333333333,6,7,7,4,7,5.75,6.5,46.5,6,5.33333333333333,7,7,4,60,Male,Lower middle,7,5.75,2,1.5,7,1
UGA297,Uganda,26,Female,Lower middle,Self-employed,Christian: Catholic,Married,7,7,7,7,7,7,4,4,4,4,4,4,7,7,6,6,5,4,7,6,6,5,5,5,7,6,7,7,7,7,7,2,1.5,7,1,47,7,6,7,7,7,7,6,5,6.66666666666667,7,7,4,6.66666666666667,7,7,47,6.66666666666667,5,7,7,4,26,Female,Lower middle,6.66666666666667,7,2,1.5,7,1
UGA298,Uganda,44,Female,Lower middle,Self-employed,Christian: Catholic,Married,7,7,7,7,7,7,4,4,4,4,4,4,7,6,6,4,4,4,7,7,6,5,5,5,7,6,7,7,7,7,6,2,2,7,1,39,2,2,7,7,7,7,7,4,6.33333333333333,7,7,4,6.66666666666667,6.75,7,39,6.33333333333333,4,7,7,4,44,Female,Lower middle,6.66666666666667,6.75,2,2,7,1
UGA299,Uganda,22,Male,Lower middle,Self-employed,Christian: Catholic,Married,6,6,6,6,6,6,1,1,1,1,1,1,5,5,6,3,6,3,4,3,3,4,2,3,6,6,5,6,5,5,6,4,2,3.5,1,36.5,6,2,6,6,5.5,5,6,4,5.33333333333333,6,6,1,5.66666666666667,5.5,5.5,36.5,5.33333333333333,4,6,6,1,22,Male,Lower middle,5.66666666666667,5.5,4,2,3.5,1
UGA3,Uganda,37,Male,Lower middle,Non-government,Other,Married,6,6,6,6,6,6,2,2,2,2,2,2,4,6,4,6,6,6,2,5,3,4,2,3,6,6,6,6,6,6,6,6,4.5,6,2,38,6,2,6,6,6,6,6,6,4.66666666666667,6,6,2,6,6,6,38,4.66666666666667,6,6,6,2,37,Male,Lower middle,6,6,6,4.5,6,2
UGA30,Uganda,44,Female,Lower middle,Self-employed,Christian: Protestant,Married,7,7,7,6,6,6,6,2,6,6,2,2,6,2,6,2,6,6,7,2,7,7,7,7,7,6,6,6,6,6,6,2,1.5,4,1,39.5,7,2,6,6,6,6.5,6,4.66666666666667,4.66666666666667,7,6,4,6.33333333333333,6,6,39.5,4.66666666666667,4.66666666666667,7,6,4,44,Female,Lower middle,6.33333333333333,6,2,1.5,4,1
UGA300,Uganda,35,Female,Lower middle,Self-employed,Christian: Catholic,Married,7,7,7,7,7,7,4,4,4,4,4,4,7,6,6,5,5,5,7,7,6,6,6,6,7,6,7,6,6,6,6,2,1,7,1,42,6,2,7,7,7,7,6,5,6.33333333333333,7,7,4,6.66666666666667,6,7,42,6.33333333333333,5,7,7,4,35,Female,Lower middle,6.66666666666667,6,2,1,7,1
UGA301,Uganda,38,Female,Lower middle,Self-employed,Christian: Catholic,Married,7,7,7,7,7,7,2,2,2,2,2,2,7,7,7,1,1,1,7,5,5,5,5,5,7,7,6,7,6,7,7,1,3,7,1,42.5,7,2,7,7,7,7,5.5,1,7,7,7,2,6.66666666666667,6.75,7,42.5,7,1,7,7,2,38,Female,Lower middle,6.66666666666667,6.75,1,3,7,1
UGA302,Uganda,39,Male,Middle,Self-employed,Christian: Catholic,Married,7,7,7,7,7,7,6,6,6,3,3,3,7,7,7,1,1,1,7,6,6,5,5,5,6,2,6,6,6,6,6,3,3,5,3,38,1,7,7,7,6.5,4,5.5,1,7,7,7,4.5,4.66666666666667,6,6.5,38,7,1,7,7,4.5,39,Male,Middle,4.66666666666667,6,3,3,5,3
UGA303,Uganda,23,Female,Lower middle,Self-employed,Christian: Catholic,Unmarried,7,7,7,6,6,6,1,1,1,2,2,2,7,7,7,1,1,1,6,6,6,4,4,4,7,1,7,7,7,7,7,5,3,7,1,40,6,4,7,6,6,5.5,5.5,1,7,7,6,1.5,5,7,6,40,7,1,7,6,1.5,23,Female,Lower middle,5,7,5,3,7,1
UGA304,Uganda,54,Female,Upper middle,Self-employed,Christian: Catholic,Married,7,6,7,6,7,6,3,3,3,2,3,1,6,7,7,6,5,6,7,5,6,7,7,7,6,1,7,7,6,7,7,4,5.5,5,3,43,7,2,6.5,7,7,7,6.5,5.66666666666667,6.66666666666667,6.66666666666667,6.33333333333333,2.5,4.66666666666667,6.75,7,43,6.66666666666667,5.66666666666667,6.66666666666667,6.33333333333333,2.5,54,Female,Upper middle,4.66666666666667,6.75,4,5.5,5,3
UGA305,Uganda,34,Female,Lower middle,Self-employed,Christian: Protestant,Married,7,7,7,6,6,6,2,2,2,2,2,2,6,6,6,7,7,6,6,6,6,6,5,5,6,6,6,6,6,6,6,1,1,5,1,38.5,2,6,6.5,6,6,6,6,6.66666666666667,6,7,6,2,6,6,6,38.5,6,6.66666666666667,7,6,2,34,Female,Lower middle,6,6,1,1,5,1
UGA306,Uganda,52,Female,Lower middle,Self-employed,Christian: Protestant,Unmarried,6,6,6,6,6,6,2,2,2,2,2,2,4,5,5,3,3,3,3,3,4,3,5,5,6,2,6,5,6,6,6,1,1,3,1,33,1,1,7,7,5,6,6,3,4.66666666666667,6,6,2,4.66666666666667,5.75,5,33,4.66666666666667,3,6,6,2,52,Female,Lower middle,4.66666666666667,5.75,1,1,3,1
UGA307,Uganda,40,Male,Lower middle,Self-employed,Christian: Protestant,Married,7,7,7,6,6,6,1,1,1,1,1,1,3,5,5,6,6,4,4,4,4,4,2,5,6,2,6,6,6,6,6,3,1,1,1,44,5,5,7,6.5,7,7,6.5,5.33333333333333,4.33333333333333,7,6,1,4.66666666666667,6,7,44,4.33333333333333,5.33333333333333,7,6,1,40,Male,Lower middle,4.66666666666667,6,3,1,1,1
UGA308,Uganda,37,Male,Lower middle,Self-employed,Christian: Protestant,Married,7,7,7,6,6,6,1,1,1,2,2,2,5,5,5,4,6,6,3,3,4,4,4,5,5,3,6,5,5,5,6,3,3,1,3,36,7,1,7,6.5,5.5,4.5,4.5,5.33333333333333,5,7,6,1.5,4.66666666666667,5.25,5.5,36,5,5.33333333333333,7,6,1.5,37,Male,Lower middle,4.66666666666667,5.25,3,3,1,3
UGA309,Uganda,54,Male,Middle,Self-employed,Christian: Catholic,Married,7,7,7,7,7,7,6,6,6,6,6,6,7,7,7,1,1,1,4,2,3,4,4,4,7,7,7,7,7,7,7,1,1,7,1,39.5,1,7,7,7,6.5,6,5,1,7,7,7,6,7,7,6.5,39.5,7,1,7,7,6,54,Male,Middle,7,7,1,1,7,1
UGA31,Uganda,46,Male,Lower middle,Self-employed,Muslim: Sunni,Married,7,7,7,6,6,6,2,2,2,2,2,2,7,7,7,7,7,5,6,6,7,7,7,5,6,6,6,6,6,7,7,4,4,6,6,45,6,6,6.5,7,6.5,6.5,6.5,6.33333333333333,7,7,6,2,6,6.5,6.5,45,7,6.33333333333333,7,6,2,46,Male,Lower middle,6,6.5,4,4,6,6
UGA310,Uganda,51,Male,Lower middle,Self-employed,Christian: Catholic,Unmarried,6,5,5,7,7,7,5,5,5,5,5,5,6,6,6,1,1,1,4,4,4,6,6,6,7,7,7,6,7,7,7,4,1,5.5,1,39,1,7,7,6.5,7,6,4.5,1,6,5.33333333333333,7,5,7,6.75,7,39,6,1,5.33333333333333,7,5,51,Male,Lower middle,7,6.75,4,1,5.5,1
UGA311,Uganda,22,Male,Lower middle,,Christian: Catholic,Unmarried,6,6,6,6,6,6,4,4,4,3,3,3,2,6,6,6,6,6,1,4,4,4,4,4,6,2,6,6,6,6,6,2,2,3.5,2,41.5,7,6,7,7,5,4.5,5,6,4.66666666666667,6,6,3.5,4.66666666666667,6,5,41.5,4.66666666666667,6,6,6,3.5,22,Male,Lower middle,4.66666666666667,6,2,2,3.5,2
UGA312,Uganda,27,Female,Lower middle,Self-employed,Other,Married,7,7,7,7,7,7,5,5,5,5,5,5,7,7,7,1,1,1,5,5,5,4,4,4,7,7,7,6,6,6,7,3,2,7,2,37.5,1,7,7,7,7,4.5,4,1,7,7,7,5,7,6.25,7,37.5,7,1,7,7,5,27,Female,Lower middle,7,6.25,3,2,7,2
UGA313,Uganda,63,Male,Lower middle,Non-government,Christian: Protestant,Married,6,6,5,6,6,6,2,2,2,2,2,2,6,6,6,7,6,6,2,2,2,6,6,6,6,2,5,5,6,6,6,3,2.5,5,1,36.5,7,1,6,6,6,4.5,6,6.33333333333333,6,5.66666666666667,6,2,4.33333333333333,5.75,6,36.5,6,6.33333333333333,5.66666666666667,6,2,63,Male,Lower middle,4.33333333333333,5.75,3,2.5,5,1
UGA314,Uganda,42,Female,Lower middle,Self-employed,Christian: Catholic,Married,7,7,7,6,6,7,2,2,2,1,1,1,6,6,6,6,6,6,6,4,2,2,7,7,3,6,4,6,6,5,5,2,2,4,2,37,6,1,6,6.5,6.5,6.5,4.5,6,6,7,6.33333333333333,1.5,4.33333333333333,5.5,6.5,37,6,6,7,6.33333333333333,1.5,42,Female,Lower middle,4.33333333333333,5.5,2,2,4,2
UGA315,Uganda,27,Male,Middle,Self-employed,Muslim: Sunni,Married,7,6,6,2,6,6,4,2,2,2,2,3,2,6,6,6,7,5,1,5,6,6,6,6,6,6,6,6,4,5,6,2,2,5.5,2,34.5,7,2,6.5,4,4,4.5,6.5,6,4.66666666666667,6.33333333333333,4.66666666666667,2.5,6,5.25,4,34.5,4.66666666666667,6,6.33333333333333,4.66666666666667,2.5,27,Male,Middle,6,5.25,2,2,5.5,2
UGA316,Uganda,27,Female,Middle,Non-government,Other,Married,7,6,6,7,7,7,3,3,3,5,5,5,7,7,7,7,7,7,7,7,4,6,7,7,6,2,6,6,6,6,6,3,3,6,1,41.5,6,1,6.5,7,7,7,7,7,7,6.33333333333333,7,4,4.66666666666667,6,7,41.5,7,7,6.33333333333333,7,4,27,Female,Middle,4.66666666666667,6,3,3,6,1
UGA317,Uganda,26,Female,Lower middle,Non-government,Other,Married,7,7,7,7,7,7,4,4,4,4,4,4,7,7,7,7,7,7,7,6,6,5,5,5,7,7,7,7,7,7,7,3,2,7,1,43,2,6,7,7,7,7,7,7,7,7,7,4,7,7,7,43,7,7,7,7,4,26,Female,Lower middle,7,7,3,2,7,1
UGA318,Uganda,22,Female,Lower middle,Self-employed,Other,Married,7,7,7,7,7,7,4,4,4,4,4,4,7,6,6,4,4,4,7,7,6,5,4,4,7,7,7,7,7,7,7,1,1,7,1,43,1,7,7,7,7,7,7,4,6.33333333333333,7,7,4,7,7,7,43,6.33333333333333,4,7,7,4,22,Female,Lower middle,7,7,1,1,7,1
UGA319,Uganda,21,Female,Lower middle,Self-employed,Christian: Protestant,Married,7,7,7,7,7,7,4,4,4,4,4,4,7,6,6,4,4,4,7,7,6,5,5,5,7,6,6,6,6,6,6,2,1,7,1,45.5,7,5,7,7,6.5,7,6,4,6.33333333333333,7,7,4,6.33333333333333,6,6.5,45.5,6.33333333333333,4,7,7,4,21,Female,Lower middle,6.33333333333333,6,2,1,7,1
UGA32,Uganda,28,Female,Lower middle,Self-employed,Christian: Catholic,Married,6,6,4,7,7,6,4,4,4,2,2,2,6,6,6,6,6,5,5,5,5,6,6,4,6,6,6,6,6,6,6,2,2,6,,49,7,7,7,7,7,7,7,5.66666666666667,6,5.33333333333333,6.66666666666667,3,6,6,7,49,6,5.66666666666667,5.33333333333333,6.66666666666667,3,28,Female,Lower middle,6,6,2,2,6,
UGA320,Uganda,27,Male,Lower middle,Self-employed,Christian: Protestant,Married,6,6,6,6,6,6,5,5,5,5,5,5,5,6,6,6,6,6,5,5,4,5,5,5,5,2,6,5,5,5,6,2,3.5,4.5,1,39,7,1,6,6,6,6.5,6.5,6,5.66666666666667,6,6,5,4.33333333333333,5.25,6,39,5.66666666666667,6,6,6,5,27,Male,Lower middle,4.33333333333333,5.25,2,3.5,4.5,1
UGA321,Uganda,36,Male,Lower middle,Self-employed,Christian: Catholic,Married,6,6,6,7,6,6,3,3,3,2,2,2,6,6,6,6,6,6,3,4,3,5,4,4,6,2,5,5,6,6,5,5,2.5,6,2,40,5,6,6,6,6,5.5,5.5,6,6,6,6.33333333333333,2.5,4.33333333333333,5.5,6,40,6,6,6,6.33333333333333,2.5,36,Male,Lower middle,4.33333333333333,5.5,5,2.5,6,2
UGA322,Uganda,20,Female,Lower middle,,Other,Unmarried,7,7,7,7,7,7,2,2,2,2,2,2,6,6,6,6,6,6,7,4,7,4,4,4,6,6,7,6,6,6,5,3,3,3,3,37,6,1,6,4.5,6.5,7,6,6,6,7,7,2,6.33333333333333,5.75,6.5,37,6,6,7,7,2,20,Female,Lower middle,6.33333333333333,5.75,3,3,3,3
